dim_value,forecast_month,year,month_num,target_eom_amount,overall_importance_tier,eom_importance_tier,overall_importance_score,eom_importance_score,eom_risk_flag,has_eom_history,eom_regularity_score,eom_stability_score,eom_recency_score,eom_concentration_score,eom_volume_score,eom_pattern_primary,eom_pattern_confidence_pct,prob_continuous_stable_pct,prob_continuous_volatile_pct,prob_intermittent_active_pct,prob_intermittent_dormant_pct,prob_rare_recent_pct,prob_rare_stale_pct,pattern_uncertainty,general_pattern,segment_name,full_segment_name,combined_priority,recommended_method,forecast_complexity,total_volume_12m,eom_volume_12m,non_eom_volume_12m,avg_monthly_volume,max_transaction,max_eom_transaction,eom_concentration,eom_predictability,eom_frequency,eom_zero_ratio,eom_cv,monthly_cv,transaction_regularity,activity_rate,transaction_dispersion,quarter_end_concentration,year_end_concentration,active_months_12m,total_nonzero_eom_count,months_inactive,months_of_history,cumulative_overall_portfolio_pct,cumulative_eom_portfolio_pct,lag_1m_eom,lag_3m_eom,lag_12m_eom,eom_ma3,eom_yoy_growth,eom_mom_growth,is_quarter_end,is_year_end,month_of_year,is_zero_eom,current_month_has_eom,raw_rf__active_months_12m,raw_rf__rolling_avg_day_dispersion,raw_rf__rolling_avg_monthly_volume,raw_rf__rolling_avg_non_eom,raw_rf__rolling_avg_nonzero_eom,raw_rf__rolling_avg_transactions,raw_rf__rolling_eom_volume_12m,raw_rf__rolling_max_eom,raw_rf__rolling_max_transaction,raw_rf__rolling_non_eom_volume_12m,raw_rf__rolling_nonzero_eom_months,raw_rf__rolling_quarter_end_volume,raw_rf__rolling_std_eom,raw_rf__rolling_std_monthly,raw_rf__rolling_std_transactions,raw_rf__rolling_total_volume_12m,raw_rf__rolling_year_end_volume,raw_rf__rolling_zero_eom_months,raw_rf__total_nonzero_eom_count,raw_rf__eom_amount_12m_ago,raw_rf__eom_amount_3m_ago,raw_rf__eom_amount_1m_ago,raw_rf__eom_ma3,raw_rf__months_of_history,raw_rf__months_since_last_eom,raw_pm__eom_concentration,raw_pm__eom_predictability,raw_pm__eom_frequency,raw_pm__eom_zero_ratio,raw_pm__eom_spike_ratio,raw_pm__eom_cv,raw_pm__monthly_cv,raw_pm__transaction_regularity,raw_pm__activity_rate,raw_pm__quarter_end_concentration,raw_pm__year_end_concentration,raw_pm__transaction_dispersion,raw_pm__has_eom_history,raw_pm__months_inactive,raw_pm__eom_periodicity
series_011,2025-07-01,2025,7,109.46145493110491,NONE,MEDIUM,0.3794,0.54343,False,True,95.0,9.0,69.9,53.8,0.7,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.881,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,96.06,Historical_Average,4,5090.406541444465,66.92171401821571,5023.4848274262495,424.20054512037206,190.79595857366704,130.82236982534934,0.756,0.468,0.277,0.052,0.946,0.01,0.175,0.468,3.5,0.076,0.678,11,7,1,86,0.5554,0.0845,101.46709018038798,121.71080228959619,75.0765157889842,103.09,-0.291,-0.126,False,False,7,0,True,11,4.2463437521909055,424.20054512037206,418.62373561885414,9.5602448597451,673.1919591798227,66.92171401821571,130.82236982534934,190.79595857366704,5023.4848274262495,7,384.5850923907703,103.54393816365885,4.190975902200919,73.29326220175226,5090.406541444465,3451.9580973250395,5,7,75.0765157889842,121.71080228959619,101.46709018038798,103.08794189966083,86,0,0.7563989118193677,0.4675648303368714,0.27692431720424465,0.05165711784269056,0.030058312201998505,0.9459397212363883,0.009879704188054918,0.17481018157857575,0.46783112636868696,0.07555095830943978,0.6781301393553342,3.495875389012558,True,1,0.03627323468999066
series_011,2023-08-01,2023,8,93.30049428739264,NONE,MEDIUM,0.41386,0.65772,False,True,94.7,13.1,71.8,51.6,6.1,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.691,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,96.04,Historical_Average,4,4561.623822516896,34.62225238134325,4527.001570135553,380.1353185430747,89.98673238128913,31.422802988953215,0.525,0.526,0.308,0.128,0.674,0.0,0.177,0.443,3.82,0.028,0.631,11,8,1,63,0.5702,0.0857,99.0864922093187,41.22897858952676,71.15790917231422,80.84,0.149,0.117,False,False,8,0,True,11,1.8137758060058828,380.1353185430747,377.25013084462944,4.3277815476679065,133.76071188894522,34.62225238134325,31.422802988953215,89.98673238128913,4527.001570135553,8,128.38364793631516,62.91258326182586,0.0,14.402035805169955,4561.623822516896,2876.498627054817,4,8,71.15790917231422,41.22897858952676,99.0864922093187,80.83701802755728,63,4,0.5247956893766743,0.5260046739301356,0.307550695922549,0.12829005443042682,0.9907250552476051,0.6743006426958127,0.0,0.1774844030136182,0.4431366643077262,0.02814428653730568,0.6305865496527717,3.819724981485438,True,1,0.7567798069785374
series_011,2023-07-01,2023,7,90.41259109898823,NONE,MEDIUM,0.33306,0.56209,False,True,98.7,17.0,60.6,53.2,4.7,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.698,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,96.02,Historical_Average,4,3104.813015127148,33.94417639794078,3070.8688387292073,258.7344179272623,176.05453363874935,89.14851379545468,0.569,0.416,0.313,0.097,0.817,0.054,0.178,0.449,4.85,0.032,0.684,10,9,2,62,0.5502,0.0696,45.892655155888455,73.72274547492661,67.39971161195635,82.96,1.762,-0.297,False,False,7,0,True,10,1.0509255181077188,258.7344179272623,255.90573656076728,3.771575155326753,866.7617229705593,33.94417639794078,89.14851379545468,176.05453363874935,3070.8688387292073,9,97.98831465768576,73.86809604510512,13.98636072212744,41.781880610625365,3104.813015127148,2123.783202446842,3,9,67.39971161195635,73.72274547492661,45.892655155888455,82.95872355187485,62,11,0.568867361953381,0.4155179821658568,0.31328264381747356,0.0967374056016497,0.769465994447716,0.8170111612466745,0.05405682334098824,0.17807899565369514,0.4491070474267652,0.03156013395340426,0.6840293415736887,4.854762877505512,True,2,0.8224421246489267
series_011,2025-09-01,2025,9,67.20436342143752,NONE,MEDIUM,0.30794,0.55188,False,True,88.6,22.3,69.7,47.9,7.6,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.747,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,95.98,Historical_Average,4,1760.1940908007869,20.082012430148428,1740.1120783706385,146.68284090006557,36.228751969498276,91.59047048723876,0.614,0.549,0.259,0.052,0.746,0.0,0.195,0.449,3.79,0.05,0.595,10,1,2,88,0.5552,0.076,47.660141856830926,30.012460997965768,39.8228519919317,63.62,1.894,-0.074,True,False,9,0,True,10,3.5147464558933494,146.68284090006557,145.00933986421987,20.082012430148428,102.01799178916927,20.082012430148428,91.59047048723876,36.228751969498276,1740.1120783706385,1,88.08018534635809,50.16528103527599,0.0,1.608008640590597,1760.1940908007869,1048.059595990221,11,1,39.8228519919317,30.012460997965768,47.660141856830926,63.618691544232014,88,6,0.6139398768845339,0.5486618717966947,0.2589779752684842,0.05168432059663333,0.11809675696667843,0.7464586893069768,0.0,0.19514745711378872,0.4489495425068463,0.05004004149695031,0.5954227442687381,3.7934978238976353,True,2,0.7251376641998437
series_011,2023-09-01,2023,9,75.44813220959395,NONE,MEDIUM,0.32257,0.62377,False,True,96.3,15.7,68.9,51.3,8.5,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.683,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,95.88,Historical_Average,4,3383.1373665650935,41.63555209830495,3341.501814466789,281.92811388042446,144.80462426387095,48.10620466563589,0.693,0.489,0.229,0.069,0.8,0.054,0.161,0.394,4.44,0.091,0.558,11,9,1,64,0.5364,0.1109,104.09639026705314,89.1663263932127,41.07340050049307,82.25,0.68,0.212,True,False,9,0,True,11,4.542620152502562,281.92811388042446,278.4584845388991,4.626172455367216,446.95388471659174,41.63555209830495,48.10620466563589,144.80462426387095,3341.501814466789,9,308.68040544758156,60.33988540418696,15.166446302048563,74.63726747923538,3383.1373665650935,1887.724514493419,3,9,41.07340050049307,89.1663263932127,104.09639026705314,82.24723211718806,64,2,0.6930464075082161,0.48936337383583367,0.22935951277957212,0.06920377053973918,0.29057922890466226,0.7997532031218947,0.053795437756452985,0.1606552281083167,0.3940252599405523,0.09124087259897029,0.5579804512667571,4.441389925648554,True,1,0.9739502076577609
series_011,2025-05-01,2025,5,110.12371444235147,NONE,MEDIUM,0.36973,0.4895,False,True,89.0,23.9,69.1,57.4,5.7,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.428,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,95.81,Historical_Average,4,4217.973293222981,67.59426389302298,4150.379029329958,351.4977744352484,102.21535393257598,72.37400719393172,0.653,0.514,0.234,0.171,0.875,0.0,0.244,0.383,3.76,0.0,0.539,10,3,2,84,0.5541,0.079,91.68857344384148,43.82001678013862,70.6980611007077,115.03,1.027,-0.192,False,False,5,0,True,10,2.8330067347509553,351.4977744352484,345.8649191108298,22.531421297674328,32.22249749016447,67.59426389302298,72.37400719393172,102.21535393257598,4150.379029329958,3,0.0,96.38748849358636,0.0,99.00863745790825,4217.973293222981,2272.032671496179,9,3,70.6980611007077,43.82001678013862,91.68857344384148,115.02545973601987,84,6,0.6533697754381153,0.5140394194151714,0.23417069775226768,0.17143989214743216,0.07741167422529305,0.8752655046342823,0.0,0.2438622690749885,0.38326160918395114,0.0,0.5386550633562935,3.7629830344040376,True,2,0.22420981220884317
series_011,2024-09-01,2024,9,69.09306147148845,NONE,MEDIUM,0.37118,0.59484,False,True,92.7,11.5,71.5,55.0,3.1,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.629,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,95.44,Historical_Average,4,1176.3614194627132,19.163998128204714,1157.1974213345086,98.03011828855944,126.9464142892323,98.75004892352085,0.673,0.407,0.331,0.166,1.007,0.0,0.204,0.43,4.52,0.036,0.553,13,7,-1,76,0.5519,0.0747,99.56447119125339,74.91219014869723,38.712742193869175,80.75,-0.485,-0.171,True,False,9,0,True,13,2.8860111806297875,98.03011828855944,96.43311844454239,2.7377140183149593,549.2412124996368,19.163998128204714,98.75004892352085,126.9464142892323,1157.1974213345086,7,42.42427014067844,69.57123568980661,0.0,49.141375462288174,1176.3614194627132,650.8695685030648,5,7,38.712742193869175,74.91219014869723,99.56447119125339,80.75242816600975,76,1,0.673108382677319,0.4072492772663286,0.3310878843748096,0.16589116181885494,0.5769109078983793,1.0069207270329956,0.0,0.20375827563517426,0.4300300994492926,0.03606397612058302,0.5532904749633326,4.523811225010293,True,-1,0.12605260895240689
series_011,2025-03-01,2025,3,154.46412870842423,NONE,MEDIUM,0.35889,0.62171,False,True,84.3,16.9,62.0,48.9,4.0,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.792,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,95.44,Historical_Average,4,6454.620772688814,111.63330319897317,6342.987469489841,537.8850643907346,185.73699648770486,212.69708250696073,0.604,0.383,0.289,0.088,0.796,0.0,0.222,0.436,4.17,0.065,0.568,10,7,2,82,0.5448,0.0919,103.02415744629408,83.5038958965838,24.23571609880588,152.53,1.054,-0.111,True,False,3,0,True,10,4.136384774359695,537.8850643907346,528.5822891241534,15.947614742710453,688.5525568099179,111.63330319897317,212.69708250696073,185.73699648770486,6342.987469489841,7,419.08238421040926,122.90093575946307,0.0,53.400230574749926,6454.620772688814,3663.4395098539267,5,7,24.23571609880588,83.5038958965838,103.02415744629408,152.5296632313709,82,5,0.604483683975154,0.38340621420223236,0.2892249670561883,0.08758623405054916,0.6217266153088818,0.7956600460386389,0.0,0.22192784330314272,0.43579043163010994,0.0649274990691407,0.5675685123678986,4.173636699655827,True,2,0.5897376125562032
series_011,2024-02-01,2024,2,123.86247116520083,NONE,MEDIUM,0.37692,0.5144,False,True,92.9,8.8,60.2,57.1,9.7,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.685,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,95.41,Historical_Average,4,3694.3933220467775,13.497644438007702,3680.89567760877,307.8661101705648,238.55521000401336,155.57378751696902,0.601,0.412,0.256,0.094,0.851,0.0,0.239,0.431,4.07,0.048,0.694,11,3,1,69,0.5481,0.0876,97.55058303765327,146.72187153225522,54.028029431036884,126.81,0.617,0.218,False,False,2,0,True,11,2.0340113931719044,307.8661101705648,306.74130646739746,4.499214812669234,276.9513830232155,13.497644438007702,155.57378751696902,238.55521000401336,3680.89567760877,3,179.09307229048582,105.39888339835126,0.0,9.766107681008041,3694.3933220467775,2564.060859827251,9,3,54.028029431036884,146.72187153225522,97.55058303765327,126.80602589487773,69,5,0.600771415189009,0.4124204904989159,0.25631157456916265,0.09425283224909499,0.3612227352342863,0.8509347698850294,0.0,0.23866356598601446,0.43056936258670325,0.04847699112645218,0.6940411148227995,4.073086949942758,True,1,0.2604875790573491
series_011,2024-10-01,2024,10,64.17133840055797,NONE,MEDIUM,0.35727,0.61015,False,True,97.9,21.4,74.3,44.0,1.3,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.657,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,95.32,Historical_Average,4,1244.5612505946178,21.740326595675658,1222.8209239989421,103.71343754955149,50.90231693244819,30.81254931153031,0.654,0.429,0.355,0.091,0.896,0.0,0.134,0.475,4.42,0.0,0.556,10,5,2,77,0.5565,0.0802,50.62755505311547,36.018637067875105,18.32767587532835,59.13,0.786,-0.175,False,False,10,0,True,10,2.3830359074374208,103.71343754955149,101.90174366657851,4.348065319135132,801.5173789224708,21.740326595675658,30.81254931153031,50.90231693244819,1222.8209239989421,5,0.0,57.49269624109193,0.0,50.55411497732909,1244.5612505946178,691.5423477208378,7,5,18.32767587532835,36.018637067875105,50.62755505311547,59.13048275952186,77,8,0.6537853550797679,0.4288246331623877,0.35546933506295725,0.09132849345984956,0.5781406737621203,0.8959248423684432,0.0,0.1338690049008442,0.4747756336089862,0.0,0.5556515176657135,4.420875299619313,True,2,0.052586860214377085
series_011,2024-04-01,2024,4,121.56008772548904,NONE,MEDIUM,0.28038,0.67422,False,True,94.5,12.9,78.1,54.2,11.6,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.624,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,95.27,Historical_Average,4,4385.959030811922,72.41409567183932,4313.544935140083,365.4965859009935,202.76368472396857,118.72887420815208,0.561,0.547,0.249,0.064,0.897,0.08,0.147,0.487,4.71,0.0,0.669,13,5,-1,71,0.5351,0.0719,178.3305922930982,103.35010431835238,91.8640147084408,134.2,1.175,-0.145,False,False,4,0,True,13,0.4659439298615642,365.4965859009935,359.46207792834025,14.482819134367864,938.4143639189138,72.41409567183932,118.72887420815208,202.76368472396857,4313.544935140083,5,0.0,109.04273837335444,29.201762593694262,82.66863036714514,4385.959030811922,2934.1738425555423,7,5,91.8640147084408,103.35010431835238,178.3305922930982,134.20228962263718,71,5,0.5606553144436786,0.5472772115797113,0.24894539791754955,0.06444648891302482,0.1640217446287633,0.8970274735207358,0.07989612959505044,0.1474916768111455,0.48700698432550954,0.0,0.6689925332048468,4.708542104285748,True,-1,0.3461040288851035
series_011,2025-02-01,2025,2,108.58349425796148,NONE,MEDIUM,0.35729,0.59481,False,True,82.4,19.7,71.0,46.3,7.1,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.727,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,95.23,Historical_Average,4,4605.3843499156255,22.733920131022682,4582.650429784603,383.78202915963544,117.64345436513051,119.6788285463843,0.665,0.469,0.309,0.124,0.8,0.007,0.247,0.424,3.59,0.113,0.535,12,6,0,81,0.5487,0.0813,142.51105315442373,105.26114739919714,68.61390602327477,121.32,0.568,0.284,False,False,2,0,True,12,0.9982984332448913,383.78202915963544,381.8875358153836,3.78898668850378,50.29279730126955,22.733920131022682,119.6788285463843,117.64345436513051,4582.650429784603,6,520.1668674623393,86.86398807287503,2.85740267705528,48.82099782764918,4605.3843499156255,2462.7088823751637,6,6,68.61390602327477,105.26114739919714,142.51105315442373,121.31940225895066,81,1,0.6646952320697606,0.4692050257508551,0.3087520252483586,0.12408270316690223,0.8872043142578919,0.7999741458541804,0.0074453790431826955,0.24668486159735367,0.4235975825591526,0.11294754746623248,0.5347455706753949,3.587509015944001,True,0,0.7658255469624435
series_011,2025-06-01,2025,6,100.59394233042094,NONE,MEDIUM,0.42217,0.53955,False,True,92.3,19.5,64.0,59.6,9.1,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.932,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,94.31,Historical_Average,4,3716.593767981487,73.06050542059302,3643.533262560894,309.7161473317906,55.26408679300865,128.2513774478303,0.532,0.568,0.336,0.154,0.941,0.029,0.193,0.428,4.46,0.058,0.498,12,10,0,85,0.5485,0.0922,147.04729416585528,51.68959845938955,33.07138185549623,99.33,-0.334,-0.273,True,False,6,0,True,12,3.1563612832057957,309.7161473317906,303.6277718800745,7.306050542059301,146.6506060446702,73.06050542059302,128.2513774478303,55.26408679300865,3643.533262560894,10,216.11009252901025,94.6715021604949,9.131278931224465,3.8663386178099945,3716.593767981487,1849.3811712510014,2,10,33.07138185549623,51.68959845938955,147.04729416585528,99.32692394382167,85,11,0.5320866765397307,0.5678974354345079,0.33570380714656545,0.1538067358072739,0.35252785126385133,0.9411252801836456,0.029482734464736742,0.19270929664477696,0.4278994749567805,0.05814735373846936,0.49760110647105127,4.461765142085996,True,0,0.07681102763992054
series_011,2023-11-01,2023,11,75.84255573696508,NONE,MEDIUM,0.33626,0.52081,False,True,87.5,21.1,69.7,54.1,15.9,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.614,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,93.75,Historical_Average,4,2159.9909599190723,9.446182401728606,2150.544777517344,179.9992466599227,127.99013920913326,103.18470708472572,0.673,0.508,0.269,0.077,0.691,0.04,0.138,0.467,3.92,0.0,0.644,12,4,0,66,0.5722,0.0825,58.24670545617741,31.159150031366003,33.668768258380766,78.4,0.37,-0.279,False,False,11,0,True,12,2.5244540713948056,179.9992466599227,179.21206479311198,2.3615456004321516,952.2555515655363,9.446182401728606,103.18470708472572,127.99013920913326,2150.544777517344,4,0.0,52.388932995707414,7.218420338303289,69.85802714527901,2159.9909599190723,1390.8669794649302,8,4,33.668768258380766,31.159150031366003,58.24670545617741,78.40428076913103,66,7,0.6729880641922306,0.5075794699484748,0.2692216739861318,0.0774026583664206,0.3596367431790025,0.6907590664191376,0.040102503050700206,0.13798483746823736,0.4665847787541997,0.0,0.6439225928598522,3.924851499042004,True,0,0.3248866064812187
series_011,2023-05-01,2023,5,115.88245579013437,NONE,MEDIUM,0.38292,0.59861,False,True,90.8,16.1,74.0,55.6,0.4,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.542,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,93.62,Historical_Average,4,4059.584177240099,51.34638085272838,4008.2377963873705,338.29868143667494,82.76816552294399,42.48857451291525,0.6,0.421,0.299,0.095,0.706,0.0,0.207,0.421,3.98,0.04,0.534,10,6,2,60,0.5453,0.0834,81.62803928767102,60.448825921686264,108.89629488737985,114.34,1.474,-0.237,False,False,5,0,True,10,2.946691889752739,338.29868143667494,334.0198163656142,8.557730142121397,150.68589023425653,51.34638085272838,42.48857451291525,82.76816552294399,4008.2377963873705,6,162.8903858499654,81.81155893909524,0.0,25.939160742085587,4059.584177240099,2167.498602784137,6,6,108.89629488737985,60.448825921686264,81.62803928767102,114.34191088329332,60,5,0.6001464130487235,0.421273010576257,0.2990873217846911,0.09501049648129674,0.13627730486931677,0.7059874454788716,0.0,0.20667821194417862,0.4208295162701187,0.04012489425966433,0.5339213348342753,3.977419174057954,True,2,0.024496731751618706
series_011,2024-01-01,2024,1,108.05692344089319,NONE,MEDIUM,0.3203,0.58908,False,True,95.6,21.4,76.7,58.9,10.9,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.849,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,92.89,Historical_Average,4,3530.5184592295454,81.31925225262836,3449.199206976917,294.2098716024621,98.0568166529791,128.6899954557767,0.651,0.535,0.262,0.132,0.898,0.0,0.151,0.488,3.76,0.121,0.575,10,7,2,68,0.5535,0.0815,110.58244579081318,118.38416312258764,64.4600994351231,113.09,1.769,0.129,False,False,1,0,True,10,4.307224672828941,294.2098716024621,287.43326724807645,11.617036036089766,847.5289886133592,81.31925225262836,128.6899954557767,98.0568166529791,3449.199206976917,7,427.8359767013558,97.0570823181227,0.0,31.30092191968933,3530.5184592295454,2030.4479867669559,5,7,64.4600994351231,118.38416312258764,110.58244579081318,113.08607182730788,68,4,0.6508299081246447,0.5349255370430387,0.26198901547252984,0.1322995024410262,0.32198308728412395,0.8982032731221765,0.0,0.15098432146269114,0.4883841443123056,0.12118219509174331,0.5751132617530782,3.7584681010674954,True,2,0.04109931535301814
series_011,2024-03-01,2024,3,126.39225613687194,NONE,MEDIUM,0.30204,0.5619,False,True,95.3,17.0,69.4,48.0,7.4,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.784,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,92.58,Historical_Average,4,1349.0266123867184,47.16988961418736,1301.856722772531,112.41888436555986,187.2859474766123,76.49656801666897,0.708,0.505,0.22,0.112,0.949,0.0,0.159,0.445,4.14,0.105,0.58,11,3,1,70,0.5579,0.0934,63.63169395536657,75.47676884594749,55.691909611341785,124.23,0.015,-0.071,True,False,3,0,True,11,2.6456176951039163,112.41888436555986,108.48806023104424,15.723296538062455,370.9244556520094,47.16988961418736,76.49656801666897,187.2859474766123,1301.856722772531,3,141.45070085870006,119.988401305293,0.0,26.60793102997181,1349.0266123867184,782.4736138333831,9,3,55.691909611341785,75.47676884594749,63.63169395536657,124.22520498375006,70,0,0.7081579295638184,0.5046185536667535,0.21960531555183221,0.1119524429626427,0.9002770271276916,0.9493334874516037,0.0,0.15878122840097947,0.44540079975285807,0.10485389951532781,0.5800283008865325,4.142494130392984,True,1,0.3223550934061763
series_011,2025-08-01,2025,8,103.14018958279375,NONE,MEDIUM,0.32464,0.4571,False,True,85.2,19.6,69.5,46.9,14.5,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.648,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,92.39,Historical_Average,4,4962.251208566244,51.545838930401565,4910.7053696358425,413.520934047187,99.01174380248655,77.8099484294108,0.698,0.491,0.32,0.179,0.718,0.052,0.27,0.386,4.92,0.0,0.584,11,7,1,87,0.5389,0.0851,75.06134594589216,40.39522732212806,77.97807907785902,82.8,-0.326,-0.044,False,False,8,0,True,11,1.3407336548288795,413.520934047187,409.22544746965355,7.363691275771652,337.1432206424611,51.545838930401565,77.8099484294108,99.01174380248655,4910.7053696358425,7,0.0,74.04330288100394,21.70375637856206,47.45464264481737,4962.251208566244,2899.403218868017,5,7,77.97807907785902,40.39522732212806,75.06134594589216,82.79838012399524,87,4,0.6983148822464096,0.490905780014747,0.32040751381550203,0.17901024132233023,0.05267315620545088,0.717889924194556,0.052485266383359055,0.26982230647434446,0.38575784204241254,0.0,0.5842919064361011,4.916380274639532,True,1,0.2929107655380726
series_011,2023-10-01,2023,10,90.47184875928356,NONE,MEDIUM,0.37764,0.55184,False,True,92.9,17.9,66.4,51.1,9.3,INTERMITTENT_ACTIVE,68.4,2.7,65.6,9.6,14.0,2.7,5.3,1.619,HIGHLY_SEASONAL,NONE_HIGHLY_SEASONAL_INTERMITTENT_ACTIVE,NONE_HIGHLY_SEASONAL__MEDIUMEOM_INTERMITTENT_ACTIVE,92.2,Historical_Average,4,2538.6829203044285,16.11465697716819,2522.5682633272604,211.55691002536904,138.306373365752,60.38011127287918,0.568,0.491,0.266,0.11,0.966,0.0,0.269,0.456,4.74,0.023,0.517,10,7,2,65,0.5515,0.0921,83.48953571891037,105.65302952988473,42.54778126958551,83.54,0.611,-0.293,False,False,10,0,True,10,1.088070122244128,211.55691002536904,210.21402194393838,2.30209385388117,825.4925813328281,16.11465697716819,60.38011127287918,138.306373365752,2522.5682633272604,7,57.141210385228135,87.41632833702504,0.0,58.186035068466246,2538.6829203044285,1311.886657802684,5,7,42.54778126958551,105.65302952988473,83.48953571891037,83.54041226001631,65,6,0.5679984570002228,0.49110261953007134,0.2661909048542242,0.10977494402323247,0.8601204413974134,0.9662268378046714,0.0,0.2685907241016768,0.45593535554503306,0.022508210823892885,0.5167587678280705,4.737472212085923,True,2,0.9868617025302162
